"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Jouve-Ladevèze, Charles-Louis. An 9]";"Grenier |Crassous |Bigot-Preameneu";"donations |contrats de mariage |généalogie |dot |doctrine |jardins |";"Consultations. [Jouve-Ladevèze]";"De l'imprimerie de Landriot (Riom)";;"An 9|1737-An 9|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|11 p.";"BCU_Factums_M0129";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0130 |BCU_Factums_M0128||||||";"Le Puy-en-Velay (43157)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0129.pdf"
"[Factum. Jouve-Ladevèze, Jean-François-Xavier. An 9]";"Pagès |Brun";"donations |estimation |contrats de mariage |généalogie |dot |jardins |successions |";"Mémoire pour Jean-François-Xavier, Pierre, Jeanne, Marie et Joséphine Jouve-Ladevèze, frères et sœurs, et Jean-Baptiste Blanc, mari de ladite Joséphine, de lui autorisée, tous habitans de la ville du Puy, intimés ; contre Charles-Louis Jouve-Ladevèze, négociant, habitant de la même ville, appelant d'un jugement rendu au tribunal civil de la Haute-Loire, le 27 pluviôse an 7. Question. Donation faite en faveur de mariage, au profit du contractant, au à un ou plusieurs enfans qui seront procréés dudit mariage, est une substitution fideicommis saire, qui saisit exclusivement les enfans provenus de ce mariage.";"De l'imprimerie de Landriot (Riom)";;"An 9|1737-An 9|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|23 p.";"BCU_Factums_M0130";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0129 |BCU_Factums_M0128||||||";"Le Puy-en-Velay (43157)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0130.pdf"
"[Factum. Lacours, Gaspard. An 9]";0;"créances |successions |vin |";"Mémoire pour Gaspard Lacours, propriétaire, habitant de la commune de Clermont, Appelant ; contre Marie Lacours, Pierre Blanzat, son mari ; Annne Lacours, François Bertet, son mari ; Antoinette Lacours et Simond Barraud, son mari, habitans de la même commune, intimés.";"De l'imprimerie de Landriot (Riom)";;"An 9|1769-An 9|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|19 p.";"BCU_Factums_M0131";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1121  |BCU_Factums_G1122
||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0131.pdf"
"[Factum. Constant, Reine-Pierrette-Eléonore. An 7?]";"Lavie |Morillon";"assignats |abus |";"Mémoire pour Reine-Pierrette-Eleonore Constant, veuve de Durand de Lamure, et tutrice de leurs enfans, nommément de Denis de Lamure héritier universel de son père. Contre le citoyen Jerole Goyet-de-Livron, subrogé de Jean Hector Montagne-de-Poncins, acquéreur de la terre de Magneux-Haute-Rive, en présence du citoyen Pierre Brochard.";"de l'imprimerie d'Amable Leroy (Lyon)";;"Circa An 7|1771-Circa An 7|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|72 p.";"BCU_Factums_M0132";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Magneux-Haute-Rive (42130)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0132.pdf"
"[Factum. Leroy. An 7?]";"Leroy";"droit d'édition |contrefaçon |droit d'auteur |";"Premier mémoire et consultations pour le citoyen Leroy, Imprimeur-Libraire à Lyon, Propriétaire d'une Édition du Cours d'Agriculture, par Rozier. Servant de réponse au mémoire publié contre lui, à Paris et à Lyon, sous le nom d'A.J. Dugour, Libraire à Paris, se disant Homme-de-Lettres.";"de l'imprimerie de Leroy (Lyon)";;"Circa An 7|1780-Circa An 7|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0133";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0134||||||";"Paris (75056) |Lyon (69123)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0133.pdf"
"[Factum. Dugour, A.-J. An 7?]";"Emmery |Hom |Cambacerès |Thibaudeau |Chabroud |Tronchet";"droit d'édition |contrefaçon |droit d'auteur |";"Consultations. [Dugour]";"de l'imprimerie de Leroy (Lyon)";;"Circa An 7|1780-Circa An 7|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0134";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0133||||||";"Paris (75056) |Lyon (69123)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0134.pdf"
"[Factum. Teilhard, Geneviève. An 7?]";"Devèze";"successions |";"Mémoire pour Dame Geneviève Teilhard, et Jean-Baptiste Girard-Labatisse, son mari, de lui authorisé, habitans de la ville de Clermont-Ferrand, Appelans et Intimés ; contre Dame Jeanne-Geneviève Teilhard, veuve d'Antoine Arragonès-Laval, habitante de la même ville, Intimée et Appelante.";"Chez Veysset (Clermont-Ferrand)";;"Circa An 7|1765-Circa An 7|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|27 p.";"BCU_Factums_M0135";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0136||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0135.pdf"
"[Factum. Teilhard, Jeanne-Geneviève. An 7?]";"Pagès |Gourbeyre";"successions |";"Mémoire pour Jeanne-Geneviève Teilhard, veuve d'Antoine Arragonès-Laval, habitante de la ville de Clermont-Ferrand, Intimée et Appelante d'un jugement rendu au ci-devant tribunal civil du Puy-de-Dôme, le 6 messidor an 7 ; contre Dame Geneviève Teilhard et Jean-Baptiste Girard-Labatisse, son mari, de lui autorisée, habitans de la même ville de Clermont, Appelans et Intimés.";"De l'imprimerie de Landriot (Riom)";;"Circa An 7|1765-Circa An 7|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0136";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0135||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0136.pdf"
"[Factum. Mourgues, Antoine. An 9?]";"Couhert-Duvernet |Croizier";"créances |banqueroute |";"Mémoire pour le citoyen Antoine Mourgues, neveu, propriétaire, habitant de la ville de Saint-Etienne, département de la Loire, appelant et anticipant ; contre Pierre Prenat, ancien marchand de rubans, habitant de la ville de Saint-Didier, département de la Haute-Loire, intimé et anticipé. Question. Un banqueroutier frauduleux, un voleur convaincu et condamné irrévocablement, peut-il éluder, par le bénéfice de la cession de biens, la contrainte par corps prononcée contre lui ?";"De l'imprimerie de Landriot (Riom)";;"Circa An 9|1798-Circa An 9|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0137";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Saint-Etienne (42218) |Saint-Didier-en-Velay (43177)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0137.pdf"
"[Factum. Cardinet. An 3?]";"Porcher";"ventes |émigrés |";"Consultation du Citoyen Porcher. |Annotations manuscrites.";"de l'imprimerie d'Augustin Manceron (Bourges)";;"Circa An 3|1795-Circa An 3|1789-1799 : Révolution |";"text|factum";"application/pdf|11 p.";"BCU_Factums_M0138";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Fussy (18097)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0138.pdf"
"[Factum. Cordebeuf-Beauverger-Montgon, Jacques-François-César. An 6?]";"Maucler |Morillon |Tronchet |Toutée père |Lapeyre |Babille |Dartis-Marcillat";"successions |coutume d'Auvergne |droit écrit |partage |";"Consultation pour Jacques-François-César Cordebeuf-Beauverger-Montgon, Propriétaire, demeurant à Fontainebleau, tant en son nom que comme donataire d'Antoinette-Delphine, sa Sœur ; et Charlotte-Barbe-Augustine-Alexandrine-Cordebeuf-Beauverger-Montgon, Veuve de Jean Larochette, demeurante à Brioude, Intimée ; Contre Magdeleine-Françoise Cordebeuf-Beauverger-Montgon, Veuve de Joseph de Retz, demeurante au lieu de Védrine, Commune de Lorlange, Département de la Haute-Loire, Appelante. |Annotation manuscrites. |Arrêt de cassation manuscrit.";"de l'imprimerie de J.B. Cabot (Roanne)";;"Circa An 6|1789-Circa An 6|1789-1799 : Révolution |";"text|factum";"application/pdf|10 p.";"BCU_Factums_M0139";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Fontainebleau (77186) |Brioude (43040) |Lorlanges (43123)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0139.pdf"
"[Factum. Barbat, Françoise. An 5?]";"Pagès";"successions |partage |droit d'aînesse |";"Mémoire pour Françoise Barbat et Hugues Mazeyrat, son mari, de lui autorisée, intimés ; contre Marie-Rose Barbat, Antoine Courbeyre, son mari, de lui autorisée ; Jeanne Barbat et Claude Triozon, son mari, de lui autorisée ; et Marie Barbat, fille majeure, appelans d'un jugement rendu au ci-devant tribunal civil du Puy-de-Dôme, le 16 frimaire an 5. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa An 5|1744-Circa An 5|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|19 p.";"BCU_Factums_M0140";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0202||||||";"Egliseneuve-d'Entraigues (63144)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0140.pdf"
"[Factum. Passenaud, François. An 7?]";"Pagès |Costes";"successions |émigrés |créances |";"Précis en réponse pour François Passenaud, notaire public, habitant de la ville de Saint-Flour, intimé ; contre la dame Capelle, veuve Montarnal, appelante d'un jugement rendu au ci-devant tribunal civil du Cantal, le 27 thermidor an 7. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa An 7|1753-Circa An 7|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|7 p.";"BCU_Factums_M0141";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Saint-Flour (15187)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0141.pdf"
"[Factum. Couchard, Anne. An 10 ?]";"Gourbeyre";"successions |communautés familiales |contrats de mariage |avancement d'hoirie |biens dotaux |coutume du Bourbonnais |coutume d'Auvergne |";"Mémoire pour dame Anne Couchard, et Pierre Curreyras, propriétaire, son mari, l'autorisant, habitans du bourg de Plauzat, appelans et demandeurs en opposition, intervention et garantie. Contre Oradoux-Vernignes, notaire public, habitant de la ville d'Ebreuil, intimé et défendeur en opposition ; Et encore contre Charles Pannetier, propriétaire, habitant de la même ville ; Marie Conchon, fille majeure ; Jacques et François Conchon, mineurs émancipés ; et Gilberte Meurdefroy, leur curateur, habitans de la même ville, aussi intimés et défendeurs en opposition et garantie.";"De l'imprimerie de Landriot (Riom)";;"Circa An 10|1755-Circa An 10|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|30 p.";"BCU_Factums_M0142";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0143 |BCU_Factums_G1123 |BCU_Factums_G1124 |BCU_Factums_G1125||||||";"Plauzat (63282) |Ebreuil (03107) |Chavagnat (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0142.pdf"
"[Factum. Pannetier, Charles. An 10?]";"Boirot |Andraud |Gaschon";"communautés de biens |";"Mémoire à consulter, pour Charles Pannetier et ses consorts, intimés ; contre Anne Couchard et Pierre Cureyras son mari, appelans ; en présence d'Oradoux-Vernignes, aussi intimé.";"de l'imprimerie de Landriot (Riom)";;"Circa An 10|1755-Circa An 10|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0143";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0142 |BCU_Factums_G1124 |BCU_Factums_G1123 |BCU_Factums_G1125||||||";"Plauzat (63282) |Ebreuil  (03107) |Chavagnat (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0143.pdf"
"[Factum. Perrethon, Gilbert. An 8?]";"Pagès |Brun";"testaments |fille aînée |successions |coutume du Bourbonnais |émigrés |";"Mémoire pour Gilbert Perrethon, père, et Jean-Dominique Perrethon-La-Mallerée, fils, propriétaires, habitans de la ville de Montluçon, appelans de deux jugements rendus au ci-devant tribunal civil du département de l'Allier, les 28 frimaire et 16 germinal an 8 ; contre Thérèse Deschamps, veuve de François-René Lemoine, Gabriel Courtaurelle, veuf de Jeanne-Marie Deschamps ; Marie-Claudine Courtaurelle, femme séparée quant aux biens de Jean-François-Thomas Michault-Grandville, et le citoyen Michault-Grandville, son mari, à l'effet de l'autoriser, tous habitans de la commune d'Ebreuille, intimés ; et encore contre le citoyen préfet du département de l'Allier, comme représentant Gabriel et Gilbert Courtaurelle, inscrits sur la liste des émigrés, intimés.";"De l'imprimerie de Landriot (Riom)";;"Circa An 8|1752-Circa An 8|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|21 p.";"BCU_Factums_M0144";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Montluçon (03185) |Ebreuil (03107)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0144.pdf"
"[Factum. Plantade-Rabanon, Jean-Claude. An 7?]";"Plantade-Rabanon |Andraud |Touttée |Pagès |Gourbeyre";"ventes |domaines agricoles |cheptel |contre-révolution |émigrés |Terreur |société épuratoire de Vichy |ferme |assignats |";"Précis pour Jean-Claude Plantade-Rabanon, propriétaire, habitant de Chitain, commune de Saint-Christophe, Appelant ; contre Jacques Choussy, géomètre, habitant de la commune de Cusset, Intimé. |Arbre généalogique.";"De l'imprimerie de Landriot (Riom)";;"Circa An 7|1799-Circa An 7|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|24 p.";"BCU_Factums_M0145";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Saint-Christophe (03223) |Cusset (03095)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0145.pdf"
"[Factum. Greils-Roupon, Bertrand de. An 6?]";"Pagès";"successions |partage |arbitrages |généalogie |";"Mémoire pour Bertrand de Greils-Roupon, et Jeanne Rastinhac, son épouse, de lui autorisée, propriétaire habitant du lieu de Meissilhac, commune de Raulhac, appelant ; contre Marie Lagarde, veuve d'Antoine Rastinhac, tutrice de leurs enfans mineurs, habitante de la même commune de Raulhac, intimée.";"De l'imprimerie de Landriot (Riom)";;"Circa An 6|1725-Circa An 6|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|46 p.";"BCU_Factums_M0146";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1211||||||";"Raulhac (15159)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0146.pdf"
"[Factum. Ricard, Léger. An 3?]";"Pagès |Touttée père |Andraud |Granchier |Verny |Touttée jeune |Favard |Gaschon |Borye |Grenier";"coutume d'Auvergne |vin |créances |biens dotaux |prison |";"Précis pour Léger Ricard, citoyen, habitant de la commune de Lezoux, appelant d'un jugement rendu au district de Billom, le 3 germinal dernier, contre Marguerite Mazin, femme séparée, quant aux biens, d'Antoine Bannier, autorisée en justice, intimée. Question. Une femme, qui, en coutume d'Auvergne, a vendu ses biens dotaux, pour racheter son mari en prison, avec toutes les formalités prescrites, peut-elle demander la nullité de cette aliénation, sur le prétexte qu'à l'époque de cette vente, son mari possédait encore quelques héritages, mais hypothéqués à une foule de créanciers, antérieurs à celui qui avait obtenu la contrainte par corps ?";"De l'imprimerie de Landriot (Riom)";;"Circa An 3|1778-Circa An 3|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|15 p.";"BCU_Factums_M0147";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Lezoux (63195)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0147.pdf"
